Sekce,Typ otázky,Otázka,Správná odpověď,Vysvětlení
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Šumavská"" (směr Bystrc Rakovecká)?",Kartouzská,Před zastávkou Šumavská na lince 1 je Kartouzská.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Hrnčířská"" (směr Bystrc Rakovecká)?",Šumavská,Před zastávkou Hrnčířská na lince 1 je Šumavská.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Pionýrská"" (směr Bystrc Rakovecká)?",Hrnčířská,Před zastávkou Pionýrská na lince 1 je Hrnčířská.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Antonínská"" (směr Bystrc Rakovecká)?",Pionýrská,Před zastávkou Antonínská na lince 1 je Pionýrská.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Moravské náměstí (Královo Pole)"" (směr Bystrc Rakovecká)?",Antonínská,Před zastávkou Moravské náměstí (Královo Pole) na lince 1 je Antonínská.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Malinovského náměstí (Rooseveltova)"" (směr Bystrc Rakovecká)?",Moravské náměstí (Královo Pole),Před zastávkou Malinovského náměstí (Rooseveltova) na lince 1 je Moravské náměstí (Královo Pole).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Hlavní nádraží (kolej 1)"" (směr Bystrc Rakovecká)?",Malinovského náměstí (Rooseveltova),Před zastávkou Hlavní nádraží (kolej 1) na lince 1 je Malinovského náměstí (Rooseveltova).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Nové sady (kolej 1)"" (směr Bystrc Rakovecká)?",Hlavní nádraží (kolej 1),Před zastávkou Nové sady (kolej 1) na lince 1 je Hlavní nádraží (kolej 1).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Hybešova"" (směr Bystrc Rakovecká)?",Nové sady (kolej 1),Před zastávkou Hybešova na lince 1 je Nové sady (kolej 1).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Václavská"" (směr Bystrc Rakovecká)?",Hybešova,Před zastávkou Václavská na lince 1 je Hybešova.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Mendlovo náměstí (tram Pisárky)"" (směr Bystrc Rakovecká)?",Václavská,Před zastávkou Mendlovo náměstí (tram Pisárky) na lince 1 je Václavská.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Výstaviště hlavní vstup"" (směr Bystrc Rakovecká)?",Mendlovo náměstí (tram Pisárky),Před zastávkou Výstaviště hlavní vstup na lince 1 je Mendlovo náměstí (tram Pisárky).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Výstaviště vstup G2"" (směr Bystrc Rakovecká)?",Výstaviště hlavní vstup,Před zastávkou Výstaviště vstup G2 na lince 1 je Výstaviště hlavní vstup.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Arena Brno (vozovna Pisárky)"" (směr Bystrc Rakovecká)?",Výstaviště vstup G2,Před zastávkou Arena Brno (vozovna Pisárky) na lince 1 je Výstaviště vstup G2.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Pisárky (tunel)"" (směr Bystrc Rakovecká)?",Arena Brno (vozovna Pisárky),Před zastávkou Pisárky (tunel) na lince 1 je Arena Brno (vozovna Pisárky).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Bráfova"" (směr Bystrc Rakovecká)?",Pisárky (tunel),Před zastávkou Bráfova na lince 1 je Pisárky (tunel).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Stránského"" (směr Bystrc Rakovecká)?",Bráfova,Před zastávkou Stránského na lince 1 je Bráfova.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Vozovna Komín"" (směr Bystrc Rakovecká)?",Stránského,Před zastávkou Vozovna Komín na lince 1 je Stránského.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Svratecká (Kníničská)"" (směr Bystrc Rakovecká)?",Vozovna Komín,Před zastávkou Svratecká (Kníničská) na lince 1 je Vozovna Komín.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Branka"" (směr Bystrc Rakovecká)?",Svratecká (Kníničská),Před zastávkou Branka na lince 1 je Svratecká (Kníničská).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Podlesí"" (směr Bystrc Rakovecká)?",Branka,Před zastávkou Podlesí na lince 1 je Branka.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Kamenolom"" (směr Bystrc Rakovecká)?",Podlesí,Před zastávkou Kamenolom na lince 1 je Podlesí.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Zoologická zahrada (Obvodová)"" (směr Bystrc Rakovecká)?",Kamenolom,Před zastávkou Zoologická zahrada (Obvodová) na lince 1 je Kamenolom.
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Přístaviště"" (směr Bystrc Rakovecká)?",Zoologická zahrada (Obvodová),Před zastávkou Přístaviště na lince 1 je Zoologická zahrada (Obvodová).
B,Předchozí zastávka,"Linka 1 – jaká zastávka PŘEDCHÁZÍ zastávce „Bystrc Rakovecká"" (směr Bystrc Rakovecká)?",Přístaviště,Před zastávkou Bystrc Rakovecká na lince 1 je Přístaviště.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Řečkovice"" → ??? → „Kořískova""",Filkukova,Chybějící zastávka mezi Řečkovice a Kořískova na lince 1 je Filkukova.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Filkukova"" → ??? → „Hudcova""",Kořískova,Chybějící zastávka mezi Filkukova a Hudcova na lince 1 je Kořískova.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Kořískova"" → ??? → „Vozovna Medlánky""",Hudcova,Chybějící zastávka mezi Kořískova a Vozovna Medlánky na lince 1 je Hudcova.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Hudcova"" → ??? → „Tylova""",Vozovna Medlánky,Chybějící zastávka mezi Hudcova a Tylova na lince 1 je Vozovna Medlánky.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Vozovna Medlánky"" → ??? → „Semilasso (Palackého z centra)""",Tylova,Chybějící zastávka mezi Vozovna Medlánky a Semilasso (Palackého z centra) na lince 1 je Tylova.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Tylova"" → ??? → „Husitská (Palackého)""",Semilasso (Palackého z centra),Chybějící zastávka mezi Tylova a Husitská (Palackého) na lince 1 je Semilasso (Palackého z centra).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Semilasso (Palackého z centra)"" → ??? → „Jungmannova""",Husitská (Palackého),Chybějící zastávka mezi Semilasso (Palackého z centra) a Jungmannova na lince 1 je Husitská (Palackého).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Husitská (Palackého)"" → ??? → „Kartouzská""",Jungmannova,Chybějící zastávka mezi Husitská (Palackého) a Kartouzská na lince 1 je Jungmannova.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Jungmannova"" → ??? → „Šumavská""",Kartouzská,Chybějící zastávka mezi Jungmannova a Šumavská na lince 1 je Kartouzská.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Kartouzská"" → ??? → „Hrnčířská""",Šumavská,Chybějící zastávka mezi Kartouzská a Hrnčířská na lince 1 je Šumavská.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Šumavská"" → ??? → „Pionýrská""",Hrnčířská,Chybějící zastávka mezi Šumavská a Pionýrská na lince 1 je Hrnčířská.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Hrnčířská"" → ??? → „Antonínská""",Pionýrská,Chybějící zastávka mezi Hrnčířská a Antonínská na lince 1 je Pionýrská.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Pionýrská"" → ??? → „Moravské náměstí (Královo Pole)""",Antonínská,Chybějící zastávka mezi Pionýrská a Moravské náměstí (Královo Pole) na lince 1 je Antonínská.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Antonínská"" → ??? → „Malinovského náměstí (Rooseveltova)""",Moravské náměstí (Královo Pole),Chybějící zastávka mezi Antonínská a Malinovského náměstí (Rooseveltova) na lince 1 je Moravské náměstí (Královo Pole).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Moravské náměstí (Královo Pole)"" → ??? → „Hlavní nádraží (kolej 1)""",Malinovského náměstí (Rooseveltova),Chybějící zastávka mezi Moravské náměstí (Královo Pole) a Hlavní nádraží (kolej 1) na lince 1 je Malinovského náměstí (Rooseveltova).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Malinovského náměstí (Rooseveltova)"" → ??? → „Nové sady (kolej 1)""",Hlavní nádraží (kolej 1),Chybějící zastávka mezi Malinovského náměstí (Rooseveltova) a Nové sady (kolej 1) na lince 1 je Hlavní nádraží (kolej 1).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Hlavní nádraží (kolej 1)"" → ??? → „Hybešova""",Nové sady (kolej 1),Chybějící zastávka mezi Hlavní nádraží (kolej 1) a Hybešova na lince 1 je Nové sady (kolej 1).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Nové sady (kolej 1)"" → ??? → „Václavská""",Hybešova,Chybějící zastávka mezi Nové sady (kolej 1) a Václavská na lince 1 je Hybešova.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Hybešova"" → ??? → „Mendlovo náměstí (tram Pisárky)""",Václavská,Chybějící zastávka mezi Hybešova a Mendlovo náměstí (tram Pisárky) na lince 1 je Václavská.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Václavská"" → ??? → „Výstaviště hlavní vstup""",Mendlovo náměstí (tram Pisárky),Chybějící zastávka mezi Václavská a Výstaviště hlavní vstup na lince 1 je Mendlovo náměstí (tram Pisárky).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Mendlovo náměstí (tram Pisárky)"" → ??? → „Výstaviště vstup G2""",Výstaviště hlavní vstup,Chybějící zastávka mezi Mendlovo náměstí (tram Pisárky) a Výstaviště vstup G2 na lince 1 je Výstaviště hlavní vstup.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Výstaviště hlavní vstup"" → ??? → „Arena Brno (vozovna Pisárky)""",Výstaviště vstup G2,Chybějící zastávka mezi Výstaviště hlavní vstup a Arena Brno (vozovna Pisárky) na lince 1 je Výstaviště vstup G2.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Výstaviště vstup G2"" → ??? → „Pisárky (tunel)""",Arena Brno (vozovna Pisárky),Chybějící zastávka mezi Výstaviště vstup G2 a Pisárky (tunel) na lince 1 je Arena Brno (vozovna Pisárky).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Arena Brno (vozovna Pisárky)"" → ??? → „Bráfova""",Pisárky (tunel),Chybějící zastávka mezi Arena Brno (vozovna Pisárky) a Bráfova na lince 1 je Pisárky (tunel).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Pisárky (tunel)"" → ??? → „Stránského""",Bráfova,Chybějící zastávka mezi Pisárky (tunel) a Stránského na lince 1 je Bráfova.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Bráfova"" → ??? → „Vozovna Komín""",Stránského,Chybějící zastávka mezi Bráfova a Vozovna Komín na lince 1 je Stránského.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Stránského"" → ??? → „Svratecká (Kníničská)""",Vozovna Komín,Chybějící zastávka mezi Stránského a Svratecká (Kníničská) na lince 1 je Vozovna Komín.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Vozovna Komín"" → ??? → „Branka""",Svratecká (Kníničská),Chybějící zastávka mezi Vozovna Komín a Branka na lince 1 je Svratecká (Kníničská).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Svratecká (Kníničská)"" → ??? → „Podlesí""",Branka,Chybějící zastávka mezi Svratecká (Kníničská) a Podlesí na lince 1 je Branka.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Branka"" → ??? → „Kamenolom""",Podlesí,Chybějící zastávka mezi Branka a Kamenolom na lince 1 je Podlesí.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Podlesí"" → ??? → „Zoologická zahrada (Obvodová)""",Kamenolom,Chybějící zastávka mezi Podlesí a Zoologická zahrada (Obvodová) na lince 1 je Kamenolom.
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Kamenolom"" → ??? → „Přístaviště""",Zoologická zahrada (Obvodová),Chybějící zastávka mezi Kamenolom a Přístaviště na lince 1 je Zoologická zahrada (Obvodová).
B,Doplň chybějící zastávku,"Linka 1 – doplň chybějící zastávku: „Zoologická zahrada (Obvodová)"" → ??? → „Bystrc Rakovecká""",Přístaviště,Chybějící zastávka mezi Zoologická zahrada (Obvodová) a Bystrc Rakovecká na lince 1 je Přístaviště.
B,Je zastávka na lince? (ANO),"Je zastávka „Řečkovice"" na lince 1?",ANO,"Ano, zastávka Řečkovice se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Filkukova"" na lince 1?",ANO,"Ano, zastávka Filkukova se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Kořískova"" na lince 1?",ANO,"Ano, zastávka Kořískova se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Hudcova"" na lince 1?",ANO,"Ano, zastávka Hudcova se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Vozovna Medlánky"" na lince 1?",ANO,"Ano, zastávka Vozovna Medlánky se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Tylova"" na lince 1?",ANO,"Ano, zastávka Tylova se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Semilasso (Palackého z centra)"" na lince 1?",ANO,"Ano, zastávka Semilasso (Palackého z centra) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Husitská (Palackého)"" na lince 1?",ANO,"Ano, zastávka Husitská (Palackého) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Jungmannova"" na lince 1?",ANO,"Ano, zastávka Jungmannova se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Kartouzská"" na lince 1?",ANO,"Ano, zastávka Kartouzská se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Šumavská"" na lince 1?",ANO,"Ano, zastávka Šumavská se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Hrnčířská"" na lince 1?",ANO,"Ano, zastávka Hrnčířská se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Pionýrská"" na lince 1?",ANO,"Ano, zastávka Pionýrská se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Antonínská"" na lince 1?",ANO,"Ano, zastávka Antonínská se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Moravské náměstí (Královo Pole)"" na lince 1?",ANO,"Ano, zastávka Moravské náměstí (Královo Pole) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Malinovského náměstí (Rooseveltova)"" na lince 1?",ANO,"Ano, zastávka Malinovského náměstí (Rooseveltova) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Hlavní nádraží (kolej 1)"" na lince 1?",ANO,"Ano, zastávka Hlavní nádraží (kolej 1) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Nové sady (kolej 1)"" na lince 1?",ANO,"Ano, zastávka Nové sady (kolej 1) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Hybešova"" na lince 1?",ANO,"Ano, zastávka Hybešova se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Václavská"" na lince 1?",ANO,"Ano, zastávka Václavská se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Mendlovo náměstí (tram Pisárky)"" na lince 1?",ANO,"Ano, zastávka Mendlovo náměstí (tram Pisárky) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Výstaviště hlavní vstup"" na lince 1?",ANO,"Ano, zastávka Výstaviště hlavní vstup se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Výstaviště vstup G2"" na lince 1?",ANO,"Ano, zastávka Výstaviště vstup G2 se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Arena Brno (vozovna Pisárky)"" na lince 1?",ANO,"Ano, zastávka Arena Brno (vozovna Pisárky) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Pisárky (tunel)"" na lince 1?",ANO,"Ano, zastávka Pisárky (tunel) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Bráfova"" na lince 1?",ANO,"Ano, zastávka Bráfova se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Stránského"" na lince 1?",ANO,"Ano, zastávka Stránského se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Vozovna Komín"" na lince 1?",ANO,"Ano, zastávka Vozovna Komín se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Svratecká (Kníničská)"" na lince 1?",ANO,"Ano, zastávka Svratecká (Kníničská) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Branka"" na lince 1?",ANO,"Ano, zastávka Branka se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Podlesí"" na lince 1?",ANO,"Ano, zastávka Podlesí se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Kamenolom"" na lince 1?",ANO,"Ano, zastávka Kamenolom se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Zoologická zahrada (Obvodová)"" na lince 1?",ANO,"Ano, zastávka Zoologická zahrada (Obvodová) se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Přístaviště"" na lince 1?",ANO,"Ano, zastávka Přístaviště se nachází na lince 1."
B,Je zastávka na lince? (ANO),"Je zastávka „Bystrc Rakovecká"" na lince 1?",ANO,"Ano, zastávka Bystrc Rakovecká se nachází na lince 1."
B,Která zastávka NENÍ na lince,"Linka 1 – je zastávka „Židenice Stará osada"" na této lince?",NE,Zastávka Židenice Stará osada se NENACHÁZÍ na lince 1.
B,Která zastávka NENÍ na lince,"Linka 1 – je zastávka „Kuldova"" na této lince?",NE,Zastávka Kuldova se NENACHÁZÍ na lince 1.
